Option,in:Afstand van Straat,in:Inkeping Hoek,in:Overspanning Vloer,in:Bouwsysteem,in:Vleugel Woningdiepte,in:Belemmeringshoek Zuid,in:Belemmeringshoek Noord,out:MPG [€/m2 per jaar],out:Gewicht [t],out:BVO Wonen Blok O[m2],out:Overspanning [m],out:Vormfactor [GBO/BVO],out:Terrassen [m2],out:% >2 Zonuren Terrassen,out:% >2 Zonuren Straat O,out:% >2 Zonuren Gevels,out:% >2 Zonuren Gevels Buren,out:% >2 Zonuren Binnentuin,out:% >15% Gevel Daglicht,out:% >30% Gevel Daglicht,img
394,3.6,0 Grid,1,CLT Vloer/Wanden,8.1,45,30,0.191,4585,10896,4.5,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
395,0,0.5 Grid,1,CLT Vloer/Wanden,8.1,45,30,0.186,4463,10788,4.5,0.46,1284,34,53,71,87,89,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
396,3.6,0.5 Grid,1,CLT Vloer/Wanden,8.1,45,30,0.19,4490,10712,4.5,0.46,1208,39,73,70,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
397,0,1 Grid,1,CLT Vloer/Wanden,8.1,45,30,0.184,4351,10617,4.5,0.46,1269,36,53,71,87,93,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
398,3.6,1 Grid,1,CLT Vloer/Wanden,8.1,45,30,0.188,4378,10534,4.5,0.46,1193,39,73,70,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
399,0,1.5 Grid,1,CLT Vloer/Wanden,8.1,45,30,0.183,4266,10451,4.5,0.46,1255,37,53,71,87,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
400,3.6,1.5 Grid,1,CLT Vloer/Wanden,8.1,45,30,0.188,4287,10358,4.5,0.46,1179,39,73,71,87,95,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
401,0,0 Grid,2,CLT Vloer/Wanden,8.1,45,30,0.177,4402,10965,5.4,0.46,1299,34,53,71,87,86,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
402,3.6,0 Grid,2,CLT Vloer/Wanden,8.1,45,30,0.182,4448,10896,5.4,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
403,0,0.5 Grid,2,CLT Vloer/Wanden,8.1,45,30,0.179,4334,10753,5.4,0.46,1281,35,53,71,87,89,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
404,3.6,0.5 Grid,2,CLT Vloer/Wanden,8.1,45,30,0.184,4377,10676,5.4,0.46,1205,39,73,71,87,88,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
405,0,1 Grid,2,CLT Vloer/Wanden,8.1,45,30,0.178,4233,10550,5.4,0.46,1263,37,53,72,87,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
406,3.6,1 Grid,2,CLT Vloer/Wanden,8.1,45,30,0.183,4271,10463,5.4,0.46,1188,39,73,71,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
407,0,1.5 Grid,2,CLT Vloer/Wanden,8.1,45,30,0.176,4117,10353,5.4,0.46,1246,37,53,72,87,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
408,3.6,1.5 Grid,2,CLT Vloer/Wanden,8.1,45,30,0.181,4146,10254,5.4,0.46,1170,41,73,71,87,96,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
409,0,0 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,30,0.28,3634,10965,3.6,0.46,1299,34,53,71,87,86,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
410,3.6,0 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,30,0.279,3608,10896,3.6,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
411,0,0.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,30,0.273,3570,10823,3.6,0.46,1287,33,53,71,87,88,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
412,3.6,0.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,30,0.273,3542,10747,3.6,0.46,1211,39,73,70,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
413,0,1 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,30,0.275,3525,10684,3.6,0.46,1275,35,53,71,87,91,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
414,3.6,1 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,30,0.275,3496,10605,3.6,0.46,1199,40,73,70,87,90,100,83,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
415,0,1.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,30,0.274,3474,10550,3.6,0.46,1263,37,53,72,87,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
416,3.6,1.5 Grid,0,CLT Vloer/Kolom-Ligger,8.1,45,30,0.273,3442,10463,3.6,0.46,1188,39,73,71,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
417,0,0 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,30,0.248,3729,10965,4.5,0.46,1299,34,53,71,87,86,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
418,3.6,0 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,30,0.254,3717,10896,4.5,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
419,0,0.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,30,0.246,3662,10788,4.5,0.46,1284,34,53,71,87,89,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
420,3.6,0.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,30,0.253,3647,10712,4.5,0.46,1208,39,73,70,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
421,0,1 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,30,0.244,3592,10617,4.5,0.46,1269,36,53,71,87,93,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
422,3.6,1 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,30,0.25,3576,10534,4.5,0.46,1193,39,73,70,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
423,0,1.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,30,0.242,3529,10451,4.5,0.46,1255,37,53,71,87,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
424,3.6,1.5 Grid,1,CLT Vloer/Kolom-Ligger,8.1,45,30,0.249,3509,10358,4.5,0.46,1179,39,73,71,87,95,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
425,0,0 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,30,0.235,3886,10965,5.4,0.46,1299,34,53,71,87,86,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
426,3.6,0 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,30,0.243,3877,10896,5.4,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
427,0,0.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,30,0.238,3810,10753,5.4,0.46,1281,35,53,71,87,89,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
428,3.6,0.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,30,0.247,3799,10676,5.4,0.46,1205,39,73,71,87,88,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
429,0,1 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,30,0.237,3730,10550,5.4,0.46,1263,37,53,72,87,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
430,3.6,1 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,30,0.246,3715,10463,5.4,0.46,1188,39,73,71,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
431,0,1.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,30,0.234,3648,10353,5.4,0.46,1246,37,53,72,87,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
432,3.6,1.5 Grid,2,CLT Vloer/Kolom-Ligger,8.1,45,30,0.242,3628,10254,5.4,0.46,1170,41,73,71,87,96,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom-Ligger_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
433,0,0 Grid,0,CLT Vloer/Kolom,8.1,45,30,0.244,3543,10965,3.6,0.46,1299,34,53,71,87,86,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
434,3.6,0 Grid,0,CLT Vloer/Kolom,8.1,45,30,0.243,3518,10896,3.6,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
435,0,0.5 Grid,0,CLT Vloer/Kolom,8.1,45,30,0.239,3481,10823,3.6,0.46,1287,33,53,71,87,88,100,79,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
436,3.6,0.5 Grid,0,CLT Vloer/Kolom,8.1,45,30,0.239,3453,10747,3.6,0.46,1211,39,73,70,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
437,0,1 Grid,0,CLT Vloer/Kolom,8.1,45,30,0.24,3437,10684,3.6,0.46,1275,35,53,71,87,91,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
438,3.6,1 Grid,0,CLT Vloer/Kolom,8.1,45,30,0.24,3409,10605,3.6,0.46,1199,40,73,70,87,90,100,83,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
439,0,1.5 Grid,0,CLT Vloer/Kolom,8.1,45,30,0.24,3387,10550,3.6,0.46,1263,37,53,72,87,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
440,3.6,1.5 Grid,0,CLT Vloer/Kolom,8.1,45,30,0.239,3356,10463,3.6,0.46,1188,39,73,71,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
441,0,0 Grid,1,CLT Vloer/Kolom,8.1,45,30,0.223,3548,10965,4.5,0.46,1299,34,53,71,87,86,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
442,3.6,0 Grid,1,CLT Vloer/Kolom,8.1,45,30,0.228,3537,10896,4.5,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
443,0,0.5 Grid,1,CLT Vloer/Kolom,8.1,45,30,0.222,3484,10788,4.5,0.46,1284,34,53,71,87,89,100,80,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
444,3.6,0.5 Grid,1,CLT Vloer/Kolom,8.1,45,30,0.227,3470,10712,4.5,0.46,1208,39,73,70,87,87,100,80,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
445,0,1 Grid,1,CLT Vloer/Kolom,8.1,45,30,0.22,3417,10617,4.5,0.46,1269,36,53,71,87,93,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
446,3.6,1 Grid,1,CLT Vloer/Kolom,8.1,45,30,0.225,3402,10534,4.5,0.46,1193,39,73,70,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
447,0,1.5 Grid,1,CLT Vloer/Kolom,8.1,45,30,0.219,3357,10451,4.5,0.46,1255,37,53,71,87,94,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
448,3.6,1.5 Grid,1,CLT Vloer/Kolom,8.1,45,30,0.224,3338,10358,4.5,0.46,1179,39,73,71,87,95,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
449,0,0 Grid,2,CLT Vloer/Kolom,8.1,45,30,0.219,3614,10965,5.4,0.46,1299,34,53,71,87,86,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
450,3.6,0 Grid,2,CLT Vloer/Kolom,8.1,45,30,0.225,3608,10896,5.4,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
451,0,0.5 Grid,2,CLT Vloer/Kolom,8.1,45,30,0.221,3544,10753,5.4,0.46,1281,35,53,71,87,89,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
452,3.6,0.5 Grid,2,CLT Vloer/Kolom,8.1,45,30,0.228,3535,10676,5.4,0.46,1205,39,73,71,87,88,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
453,0,1 Grid,2,CLT Vloer/Kolom,8.1,45,30,0.22,3469,10550,5.4,0.46,1263,37,53,72,87,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
454,3.6,1 Grid,2,CLT Vloer/Kolom,8.1,45,30,0.227,3456,10463,5.4,0.46,1188,39,73,71,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
455,0,1.5 Grid,2,CLT Vloer/Kolom,8.1,45,30,0.218,3393,10353,5.4,0.46,1246,37,53,72,87,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
456,3.6,1.5 Grid,2,CLT Vloer/Kolom,8.1,45,30,0.224,3375,10254,5.4,0.46,1170,41,73,71,87,96,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer2_BouwsysteemCLTVloerKolom_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
457,0,0 Grid,0,Beton Kanaalplaat/Wanden,8.1,45,30,0.207,9915,10965,5.4,0.46,1299,34,53,71,87,86,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
458,3.6,0 Grid,0,Beton Kanaalplaat/Wanden,8.1,45,30,0.206,9815,10896,5.4,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
459,0,0.5 Grid,0,Beton Kanaalplaat/Wanden,8.1,45,30,0.209,9807,10753,5.4,0.46,1281,35,53,71,87,89,100,81,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
460,3.6,0.5 Grid,0,Beton Kanaalplaat/Wanden,8.1,45,30,0.209,9703,10676,5.4,0.46,1205,39,73,71,87,88,100,81,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
461,0,1 Grid,0,Beton Kanaalplaat/Wanden,8.1,45,30,0.208,9563,10550,5.4,0.46,1263,37,53,72,87,94,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
462,3.6,1 Grid,0,Beton Kanaalplaat/Wanden,8.1,45,30,0.208,9443,10463,5.4,0.46,1188,39,73,71,87,93,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
463,0,1.5 Grid,0,Beton Kanaalplaat/Wanden,8.1,45,30,0.206,9241,10353,5.4,0.46,1246,37,53,72,87,97,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
464,3.6,1.5 Grid,0,Beton Kanaalplaat/Wanden,8.1,45,30,0.205,9099,10254,5.4,0.46,1170,41,73,71,87,96,100,84,AfstandvanStraat3.6_InkepingHoek1.5Grid_OverspanningVloer0_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
465,0,0 Grid,1,Beton Kanaalplaat/Wanden,8.1,45,30,0.262,10811,10965,8.1,0.46,1299,34,53,71,87,86,100,76,AfstandvanStraat0_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
466,3.6,0 Grid,1,Beton Kanaalplaat/Wanden,8.1,45,30,0.267,10880,10896,8.1,0.46,1223,34,73,70,87,85,100,76,AfstandvanStraat3.6_InkepingHoek0Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
467,0,0.5 Grid,1,Beton Kanaalplaat/Wanden,8.1,45,30,0.266,10587,10650,8.1,0.46,1272,35,53,71,87,91,100,83,AfstandvanStraat0_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
468,3.6,0.5 Grid,1,Beton Kanaalplaat/Wanden,8.1,45,30,0.27,10648,10570,8.1,0.46,1196,39,73,70,87,91,100,84,AfstandvanStraat3.6_InkepingHoek0.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
469,0,1 Grid,1,Beton Kanaalplaat/Wanden,8.1,45,30,0.264,10217,10353,8.1,0.46,1246,37,53,72,87,97,100,83,AfstandvanStraat0_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
470,3.6,1 Grid,1,Beton Kanaalplaat/Wanden,8.1,45,30,0.269,10265,10254,8.1,0.46,1170,41,73,71,87,96,100,84,AfstandvanStraat3.6_InkepingHoek1Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
471,0,1.5 Grid,1,Beton Kanaalplaat/Wanden,8.1,45,30,0.259,9767,10068,8.1,0.46,1219,39,53,72,87,100,100,83,AfstandvanStraat0_InkepingHoek1.5Grid_OverspanningVloer1_BouwsysteemBetonKanaalplaatWanden_VleugelWoningdiepte8.1_BelemmeringshoekZuid45_BelemmeringshoekNoord30_NewView.png
